County,State,TotalPop,Men,Women,White,Black,Native,Asian,Pacific,Other
St. Mary's , Maryland,111531,49.8,50.2,78.6,14.4,0.1,2.8,0,0.7
Somerset , Maryland,25737,53.7,46.3,52.8,42.2,0.3,1,0,1.8
Talbot , Maryland,37211,47.4,52.6,82.8,11,0.1,1.4,0.1,1
Washington , Maryland,149811,50.8,49.2,82.7,10.5,0.2,1.8,0.1,1
Wicomico , Maryland,102172,47.5,52.5,67.1,25.9,0.2,3.2,0,1
Worcester , Maryland,51564,49,51,83,13.1,0.2,1.3,0.1,0.3
Baltimor, Maryland,614700,47,53,30.4,62.5,0.3,2.6,0,1.7
Barnstable , Massachusetts,213690,47.8,52.2,91.9,3,0.5,1.5,0.1,1
Berkshire , Massachusetts,127328,48.4,51.6,90.8,2.9,0.3,1.7,0,1.8
Bristol , Massachusetts,558905,48.4,51.6,84.6,4.1,0.1,2.3,0,6.1
Dukes , Massachusetts,17313,49,51,88.5,3.9,0.7,0.4,0,1.8
Essex , Massachusetts,781024,48.2,51.8,80.1,4,0.2,3.4,0,9.3
Franklin , Massachusetts,70935,48.8,51.2,93.1,1.5,0.3,1.6,0.1,1.1
Hampden , Massachusetts,469116,48.3,51.7,81.2,8.8,0.3,2.4,0,4.6
Hampshire , Massachusetts,161159,46.8,53.2,88,2.8,0.2,5.2,0,0.9
Middlesex , Massachusetts,1595192,48.9,51.1,77.3,5.3,0.2,11.7,0,2.7
Nantucket , Massachusetts,11101,50.9,49.1,87.6,7,0.3,1,0.1,0.6
Norfolk , Massachusetts,698249,48,52,78.4,6.8,0.1,10.7,0,1.5
Plymouth , Massachusetts,512135,48.6,51.4,83.4,9.4,0.1,1.3,0,3.4
Suffolk , Massachusetts,791766,48.4,51.6,55.2,22.4,0.3,8.8,0,6.8
Worcester , Massachusetts,822280,49.3,50.7,84,5,0.2,4.8,0,3.1
Alcona , Michigan,10364,50.4,49.6,97,0.4,0.6,0.3,0.1,0.2
Alger , Michigan,9194,55.5,44.5,84.9,7.5,3.5,0.2,0,0.1
Allegan , Michigan,115250,50,50,93.7,1.5,0.5,0.7,0,1.6
Alpena , Michigan,28612,49.3,50.7,96.9,0.5,0.5,0.5,0.1,0.1
Antrim , Michigan,23177,49.7,50.3,96,0.4,0.8,0.3,0,0.9
Arenac , Michigan,15165,50.6,49.4,96.3,0.6,1.3,0.4,0,0.1
Baraga , Michigan,8507,55.5,44.5,73.4,10.1,9.1,0.5,0,0.4
Barry , Michigan,60057,50.4,49.6,96.2,0.5,0.3,0.6,0,0.7
Bay , Michigan,104786,49.1,50.9,94.7,1.7,0.4,0.6,0,0.4
Benzie , Michigan,17552,49.8,50.2,95.9,0.4,1.7,0.4,0,0.1
Berrien , Michigan,154807,48.9,51.1,78.6,14.7,0.4,2,0,1.2
Branch , Michigan,43584,51.6,48.4,93.9,2.3,0.4,0.6,0,1.1
Calhoun , Michigan,134473,48.9,51.1,81.8,10.6,0.7,2.3,0,0.5
Cass , Michigan,51460,50.1,49.9,88.7,5,1.1,0.8,0,1.1
Charlevoix , Michigan,26219,49.2,50.8,95.1,0.5,1.5,0.4,0.1,0.3
Cheboygan , Michigan,25458,50,50,93.3,0.9,1.7,0.4,0,0.1
Chippewa , Michigan,37834,55,45,71,6.6,14.3,1,0.2,0.1
Clare , Michigan,30616,49.5,50.5,96.3,0.6,0.5,0.4,0,0.3
Clinton , Michigan,77896,49.5,50.5,93.9,1.7,0.2,1.6,0,0.2
Crawford , Michigan,13836,51,49,96.1,0.6,0.5,0.9,0,0.5
Delta , Michigan,36190,49.7,50.3,93.8,0.3,1.9,0.4,0,0.1
Dickinson , Michigan,25570,49.9,50.1,96.1,0.6,1.3,0.6,0,0.2
Eaton , Michigan,109155,48.9,51.1,86.4,6.6,0.5,2.3,0,1.4
Emmet , Michigan,33039,49.4,50.6,92.2,0.7,2.9,0.6,0.1,0.3
Genesee , Michigan,409361,48.2,51.8,74.9,19.8,0.4,1,0,0.5
Gladwin , Michigan,25289,50.4,49.6,97.1,0.4,0.7,0.5,0,0.2
Gogebic , Michigan,15414,54,46,90.5,4.5,2.7,0.4,0.1,0.2
Grand Traverse , Michigan,91746,49.4,50.6,94.8,1.1,1.1,0.6,0,0.4
Gratiot , Michigan,41067,53.5,46.5,91,5.6,0.5,0.4,0.1,0.3
Hillsdale , Michigan,45830,49.7,50.3,96.7,0.8,0.4,0.4,0,0.3
Houghton , Michigan,36360,54.1,45.9,93,0.8,0.3,3,0.1,0.5
Huron , Michigan,31543,49.7,50.3,97.2,0.4,0.2,0.6,0,0.3
Ingham , Michigan,289564,48.7,51.3,74.4,11.4,0.4,6.5,0,1.7
Ionia , Michigan,64176,53.1,46.9,92,4.6,0.3,0.4,0,0.5
Iosco , Michigan,25247,49.8,50.2,95.8,0.7,0.8,0.7,0,0.2
Iron , Michigan,11212,49.9,50.1,96.1,0.5,1.6,0.6,0,0.1
Isabella , Michigan,70775,48.6,51.4,87.8,2.6,3.4,1.7,0,0.7
Jackson , Michigan,158913,51.1,48.9,87.4,8,0.4,0.9,0,0.6
Kalamazoo , Michigan,261573,48.9,51.1,81.2,10.9,0.3,2.4,0,0.6
Kalkaska , Michigan,17463,51,49,95.8,0.9,0.8,0.6,0,0.3
Kent , Michigan,643140,49.2,50.8,79.8,9.7,0.4,3,0,3.3
Lake , Michigan,11763,51,49,86.9,8,1,0.2,0.1,0.2
Lapeer , Michigan,88202,50.8,49.2,95.8,1.2,0.3,0.5,0,0.5
Leelanau , Michigan,21639,49.6,50.4,92.8,0.4,3,0.7,0,0.7
Lenawee , Michigan,98474,50.6,49.4,92.8,2.7,0.5,0.3,0,1
Livingston , Michigan,188482,50.2,49.8,96.3,0.6,0.3,0.9,0.1,0.3
Luce , Michigan,6364,58.8,41.2,79.6,7.6,5.7,0.3,0,0.5
Mackinac , Michigan,10817,50.5,49.5,74.5,2.8,16.8,0.7,0.1,0.1
Macomb , Michigan,868704,48.7,51.3,81.5,11.4,0.3,3.9,0,0.6
Manistee , Michigan,24444,51.8,48.2,91.3,2.8,1.6,0.5,0.1,0.3
Marquette , Michigan,66939,50.3,49.7,93.3,1.7,0.8,1,0,0.2
Mason , Michigan,28884,49.5,50.5,95,1,0.8,0.6,0,0.4
Mecosta , Michigan,43264,50.5,49.5,93.2,2.9,0.4,0.8,0,0.3
Menominee , Michigan,23234,50.7,49.3,94.4,0.3,2.3,0.4,0,0.1
Midland , Michigan,83389,49.1,50.9,93.4,1.4,0.5,2.3,0.1,0.5
Missaukee , Michigan,15006,51.1,48.9,96.2,0.5,0.6,0.2,0,0.5
Monroe , Michigan,149699,49.4,50.6,94.4,2.4,0.3,0.6,0,0.5
Montcalm , Michigan,63209,51.6,48.4,94.5,2.2,0.5,0.4,0.1,0.5
Montmorency , Michigan,9261,50.4,49.6,96.7,0.3,0.9,0.1,0,0.2
Muskegon , Michigan,173043,49.7,50.3,80.8,13.7,0.8,0.6,0,0.5
Newaygo , Michigan,48142,50.2,49.8,92.8,1.4,0.9,0.3,0,2.9
Oakland , Michigan,1250843,48.8,51.2,75.2,13.7,0.3,7.2,0,0.8
Oceana , Michigan,26417,50.8,49.2,94.6,1.1,1.1,0.2,0,1.4
Ogemaw , Michigan,20928,50.1,49.9,96.6,0.4,1.1,0.6,0,0.2
Ontonagon , Michigan,5968,51.2,48.8,96,0.6,0.9,0.3,0.1,0.2
Osceola , Michigan,23232,50.5,49.5,96.2,1.1,0.8,0.3,0,0.1
Oscoda , Michigan,8277,51.4,48.6,96.9,0.6,0.6,0,0,0.2
Otsego , Michigan,24397,49.4,50.6,95.6,0.5,0.4,0.4,0,0.1
Ottawa , Michigan,284034,49.4,50.6,89.4,1.5,0.3,2.7,0,3.4
Presque Isle , Michigan,12797,49.9,50.1,96.5,0.6,0.3,0.5,0,0.4
Roscommon , Michigan,23877,49.7,50.3,96.6,0.2,0.9,0.3,0,0.1
Saginaw , Michigan,192778,48.5,51.5,74.9,18.7,0.3,1.3,0,1.7
St. Clair , Michigan,159566,49.7,50.3,93.5,2.1,0.2,0.7,0,0.6
St. Joseph , Michigan,60897,49.7,50.3,91.1,2.2,0.3,0.5,0,2.7
Sanilac , Michigan,41376,49.6,50.4,96.7,0.6,0.3,0.3,0,0.7
Schoolcraft , Michigan,8069,49.4,50.6,86.7,0.5,6.9,0.4,0,0.1
Shiawassee , Michigan,68493,49.3,50.7,96.6,0.6,0.3,0.3,0,0.2
Tuscola , Michigan,53250,50.2,49.8,96.3,1.2,0.3,0.3,0,0.2
Van Buren , Michigan,75272,49.7,50.3,85.9,3.3,1,0.7,0,4.6
Washtenaw , Michigan,365961,49.6,50.4,73.7,11.8,0.3,9.1,0.1,0.7
Wayne , Michigan,1761382,48.1,51.9,53.2,38.9,0.3,3.3,0,1.9
Wexford , Michigan,33111,50,50,96,0.7,0.5,0.6,0,0.1
Aitkin , Minnesota,15834,50.9,49.1,94.8,0.6,2.2,0.4,0.1,0.2
Anoka , Minnesota,347431,50,50,84.2,5.9,0.7,4.3,0,1.6
Becker , Minnesota,33773,49.7,50.3,87.7,0.6,7.4,0.6,0,0.3
Beltrami , Minnesota,46117,49.7,50.3,73.1,1.1,20.7,0.8,0.1,0.1
Benton , Minnesota,39779,50,50,92.2,3.3,0.1,1.1,0,0.6
Big Stone , Minnesota,5016,49.4,50.6,99.1,0,0.1,0,0,0.1
Blue Earth , Minnesota,66322,50.2,49.8,91.1,3.5,0.3,2.3,0,0.4
Brown , Minnesota,25211,50.2,49.8,95.7,0.7,0.2,0.6,0,2
Carlton , Minnesota,35540,52.2,47.8,89.3,1.8,5.5,0.5,0,0.1
Carver , Minnesota,100416,49.6,50.4,92.5,1.7,0.2,2.8,0,0.5
Cass , Minnesota,29022,51,49,84.5,0.4,11.6,0.6,0,0.2
Chippewa , Minnesota,12010,49.6,50.4,90.9,0.7,1.8,0.9,1.1,3.6
Chisago , Minnesota,54727,51.8,48.2,95.3,1.3,0.5,1,0,0.3
Clay , Minnesota,62801,49.4,50.6,90.8,3.1,1.6,1,0,0.6
Clearwater , Minnesota,8812,51.1,48.9,86,0.4,8.5,0.4,0,0.2
Cook , Minnesota,5311,49.6,50.4,86.9,0.5,8.7,0.9,0,1
Cottonwood , Minnesota,11372,49.8,50.2,89.8,0.7,0.3,3.5,0.2,4
Crow Wing , Minnesota,63855,50.1,49.9,96.1,0.8,1,0.4,0,0.1
Dakota , Minnesota,418201,49.2,50.8,82.6,5.9,0.3,4.7,0,2.9
Dodge , Minnesota,20582,50.2,49.8,95.6,0.2,0.4,0.8,0,1.5
Douglas , Minnesota,37203,50,50,97,0.5,0.3,0.3,0,0.6
Faribault , Minnesota,13896,50,50,97.4,0.2,0.2,0.3,0,0.4
Fillmore , Minnesota,20888,50.2,49.8,97.9,0.5,0,0.5,0,0.2
Freeborn , Minnesota,30526,49.8,50.2,93.2,1.3,0.4,2.2,0.1,1.3
Goodhue , Minnesota,46217,50,50,94.3,1.1,1,0.8,0,0.7
Grant , Minnesota,5938,50.9,49.1,97.1,0.2,0.4,0,0,0.4
Hennepin , Minnesota,1235478,49.4,50.6,72.6,13.1,0.7,7.1,0,2.9
Houston , Minnesota,18663,50.1,49.9,97.1,1,0.2,0.7,0,0.2
Hubbard , Minnesota,20862,50.6,49.4,93.8,0.7,2.2,0.6,0,0.6
Isanti , Minnesota,38974,50.6,49.4,95.3,0.5,0.4,1.3,0,0.5
Itasca , Minnesota,45203,50.7,49.3,92.8,0.5,3.7,0.4,0,0.2
Jackson , Minnesota,10047,50.5,49.5,94.5,0.1,0.1,2.9,0,1.4
Kanabec , Minnesota,16004,50.8,49.2,96.3,0.3,0.8,0.5,0,0.1
Kandiyohi , Minnesota,42658,50.2,49.8,88.6,4.8,0.4,0.9,0,3.6
Koochiching , Minnesota,12644,50,50,93.5,0.5,3.6,0.5,0,0.1
Lac qui Parle , Minnesota,6773,49.9,50.1,96.5,0.8,0.2,0.8,0,0.8
Lake , Minnesota,10569,51.4,48.6,96.6,0.7,0.6,0,0.4,0.4
Le Sueur , Minnesota,27983,50.4,49.6,96.1,0.8,0.2,0.5,0,1.2
Lincoln , Minnesota,5707,50,50,97.8,0.3,1,0.2,0,0.2
Lyon , Minnesota,25839,49.5,50.5,87,3.5,0.4,4.1,0,3.2
McLeod , Minnesota,35825,50,50,94.9,0.6,0.2,0.6,0,2.4
Mahnomen , Minnesota,5506,49.5,50.5,47.2,0.5,40.4,0.4,0.3,0.3
Marshall , Minnesota,9392,50.7,49.3,97.1,0.4,0.3,0.3,0,0.5
Martin , Minnesota,19964,50.4,49.6,96.2,0.3,0.1,0.4,0.1,1.3
Meeker , Minnesota,23079,50.8,49.2,97.4,0.6,0.1,0.3,0,0.5
Mille Lacs , Minnesota,25728,50,50,90.5,0.4,5,0.8,0.1,0.3
Morrison , Minnesota,32949,50.5,49.5,96.7,0.5,0.2,0.5,0,0.7
Mower , Minnesota,39602,50.6,49.4,88.3,3.6,0.2,3.1,0.4,2.2
Murray , Minnesota,8353,49.9,50.1,96.6,0.6,0.2,1.2,0,0.4
Nicollet , Minnesota,33783,50.1,49.9,92.5,3.1,0,1.8,0,0.7
Nobles , Minnesota,21839,51.4,48.6,79.1,4.7,0.6,6.6,0,7.3
Norman , Minnesota,6559,50.7,49.3,93.2,0.5,2.5,0.6,0,1.1
Olmsted , Minnesota,153065,48.9,51.1,84.2,5.9,0.3,5.8,0,1
Otter Tail , Minnesota,57992,50.5,49.5,95.2,1.4,0.5,0.6,0,0.8
Pennington , Minnesota,14184,49.7,50.3,93.6,1.2,1.7,1,0,0.3
Pine , Minnesota,29129,53.7,46.3,91.4,2.3,2.5,0.6,0.1,0.4
Pipestone , Minnesota,9185,48.4,51.6,92.7,1.4,1.7,0.9,0,1.8
Polk , Minnesota,31591,50.5,49.5,92,2,1.4,1,0.1,1.4
Pope , Minnesota,10980,50.7,49.3,96.8,0.4,0.2,0.5,0,0.7
Ramsey , Minnesota,541493,48.7,51.3,66.8,11.8,0.7,14.2,0,2.2
Redwood , Minnesota,15331,50.3,49.7,88.3,0.8,4.9,2.9,0,1.7
Renville , Minnesota,14721,50.9,49.1,90,0.5,1.3,0.6,0,6.2
Rice , Minnesota,65765,51.1,48.9,87,5.4,0.4,2.1,0.1,3.2
Rock , Minnesota,9413,49.1,50.9,96.2,1.1,0.7,1,0,0.5
Roseau , Minnesota,15462,51.8,48.2,92.8,0.9,1.7,2.8,0,0.2
St. Louis , Minnesota,200080,50.2,49.8,92.3,1.5,1.9,1,0,0.4
Scott , Minnesota,143372,49.8,50.2,84.3,4.1,0.8,6.1,0.1,2.2
Sherburne , Minnesota,93231,51.1,48.9,92.7,2.2,0.6,1.3,0,1
Sibley , Minnesota,14912,50.8,49.2,95.9,0.9,0.3,0.7,0,1.4
Stearns , Minnesota,156819,50.3,49.7,88.8,5.8,0.3,2.1,0,1.3
Steele , Minnesota,36676,49.5,50.5,90.8,3,0.3,1.5,0.1,3.2
Stevens , Minnesota,9784,50.2,49.8,92.4,1.4,1.3,2.2,0.3,0.8
Swift , Minnesota,9411,50.2,49.8,94.9,2.4,0,0.3,0.4,1.5
Todd , Minnesota,24440,51.4,48.6,94.6,0.6,0.5,0.5,0,1.9
Wabasha , Minnesota,21500,50.1,49.9,96.2,0.6,0.3,0.4,0,1.1
Wadena , Minnesota,13646,49.3,50.7,95.7,1.1,0.8,0.4,0,0.5
Waseca , Minnesota,18809,47.8,52.2,93.3,2,0.9,0.6,0,1.3
Washington , Minnesota,253317,49.5,50.5,86,4.4,0.4,5.5,0,0.7
Watonwan , Minnesota,10973,49.3,50.7,85.5,0.9,0.7,1.2,0,10.8
Wilkin , Minnesota,6343,50.7,49.3,94,0.8,2.1,0,0,0.1
Winona , Minnesota,50847,49.5,50.5,93.6,1.3,0.3,2.7,0,0.5
Wright , Minnesota,132745,50.4,49.6,94.6,1.4,0.3,1.1,0,0.8
Yellow Medicine , Minnesota,9868,51.2,48.8,92.2,0.6,3.5,0.6,0,0.9
Adams , Mississippi,31547,51.4,48.6,40.5,56.6,0.2,0.6,0,0.7
Alcorn , Mississippi,37180,49.2,50.8,85,11.7,0.1,0.3,0,0.9
Amite , Mississippi,12468,48.2,51.8,57.4,42,0,0.3,0,0
Attala , Mississippi,18581,47.5,52.5,54,42.6,0.2,0.2,0,1.7
Benton , Mississippi,8253,49.9,50.1,61.3,35.8,0,0,0,1.3
Bolivar , Mississippi,32592,47.1,52.9,33.1,64.3,0.1,0.7,0,1.1
Calhoun , Mississippi,14571,48,52,65.5,27.2,0,0.2,0.2,5.1
Carroll , Mississippi,10129,50.5,49.5,64.4,34.6,0.1,0,0,0
Chickasaw , Mississippi,17279,48.2,51.8,52.5,43.4,0.1,0.1,0,1.5
Choctaw , Mississippi,8321,50.2,49.8,67.7,31.2,0.3,0.2,0.1,0.2
Claiborne , Mississippi,9120,47.3,52.7,11.7,87.4,0.1,0.5,0,0.1
Clarke , Mississippi,15928,46.7,53.3,63.5,35.8,0.1,0,0,0.3
Clay , Mississippi,19808,46.3,53.7,39.6,59.6,0.3,0.1,0,0
Coahoma , Mississippi,23802,46.2,53.8,21.2,77.5,0.1,0.5,0,0
Copiah , Mississippi,28721,47.7,52.3,45.4,51.9,0,0.3,0,1.4
Covington , Mississippi,19091,48.5,51.5,61.1,37.8,0,0.1,0.1,0
DeSoto , Mississippi,176132,48.4,51.6,68,26.1,0.2,1.2,0,2.1
Forrest , Mississippi,75517,47.6,52.4,59.5,36.9,0.2,0.9,0,0.2
Franklin , Mississippi,7757,47.8,52.2,63.5,36,0,0,0,0
George , Mississippi,23710,50.6,49.4,89.4,8,1,0.4,0,0.6
Greene , Mississippi,13714,60.5,39.5,73.3,25.5,0.4,0,0,0
Grenada , Mississippi,21278,47.5,52.5,55.2,43.4,0.6,0.1,0,0.1
Hancock , Mississippi,46653,48.8,51.2,87.3,8.1,0.6,0.7,0,0.8
Harrison , Mississippi,202626,49.2,50.8,68.1,24.6,0.6,2.8,0,1
Hinds , Mississippi,241774,46.7,53.3,25.7,72.3,0.1,0.8,0,0.5
Holmes , Mississippi,18075,47.8,52.2,15.8,83.8,0,0,0,0.3
Humphreys , Mississippi,8539,46.7,53.3,21.6,76,0.2,0.1,0,2.1
Itawamba , Mississippi,23480,50.3,49.7,90.9,7.2,0.3,0.2,0,0.7
Jackson , Mississippi,142014,49.3,50.7,71.3,21.6,0.4,2.4,0,2
Jasper , Mississippi,16529,48.7,51.3,44.8,54.4,0,0,0,0.3
Jefferson , Mississippi,7346,49.6,50.4,13.3,85.9,0.1,0.4,0,0.1
Jefferson Davis , Mississippi,11495,48.2,51.8,37.9,61.2,0,0.2,0,0.1
Jones , Mississippi,68454,48.7,51.3,68.7,29.2,0.2,0.3,0.1,0.4
Kemper , Mississippi,10107,51.2,48.8,35.3,60.9,3.7,0,0,0
Lafayette , Mississippi,53459,48.6,51.4,71.7,23.8,0.2,2.1,0,1
Lamar , Mississippi,61223,47.8,52.2,76.4,20,0.1,1.3,0,0.6
Lauderdale , Mississippi,77323,48.6,51.4,54.4,43.5,0.2,0.8,0,0.5
Lawrence , Mississippi,12630,48.5,51.5,65.4,33.2,0.1,0.1,0,0.4
Leake , Mississippi,22870,50.4,49.6,51.4,42,5.6,0.4,0,0.1
Lee , Mississippi,84915,47.7,52.3,67.6,29,0.2,0.8,0,1.1
Leflore , Mississippi,29804,46.7,53.3,24.2,73.3,0,0.6,0,1
Lincoln , Mississippi,34432,47.2,52.8,68.3,31.1,0,0.5,0,0
Lowndes , Mississippi,59437,47.7,52.3,53.6,43.7,0.2,0.9,0,0.3
Madison , Mississippi,103498,47.9,52.1,57.1,38.1,0.2,2.6,0,1.4
Marion , Mississippi,25202,48.5,51.5,65.3,32.2,0.3,0.6,0,1.2
Marshall , Mississippi,35787,49.6,50.4,49.3,47.9,0,0.1,0,1.8
Monroe , Mississippi,35840,47.7,52.3,68.1,30.9,0,0.1,0,0
Montgomery , Mississippi,10198,46.8,53.2,52.9,43.4,0,0.3,0,0.4
Neshoba , Mississippi,29376,47.6,52.4,60.2,21.1,16.2,0.5,0,0.1
Newton , Mississippi,21524,47.1,52.9,62.4,30.3,5.2,0.5,0,0.3
Noxubee , Mississippi,10828,47.3,52.7,27.2,72.2,0.1,0,0,0.1
Oktibbeha , Mississippi,49481,50.2,49.8,57.7,37.1,0.1,3.1,0,0.3
Panola , Mississippi,34243,48.3,51.7,48.6,49.9,0.2,0,0,0.3
Pearl River , Mississippi,55149,49.4,50.6,84,12.8,0.2,0.3,0,0.8
Perry , Mississippi,12028,48.6,51.4,78.8,19.7,0,0.1,0,0.1
Pike , Mississippi,39737,47.4,52.6,44.5,53.5,0.4,0.6,0,0.3
Pontotoc , Mississippi,31315,48.9,51.1,78.4,16,0,0.1,0,4.2
Prentiss , Mississippi,25360,48.5,51.5,83.6,12.3,0,0.2,0,0.5
Quitman , Mississippi,7372,47.2,52.8,27.5,71.6,0,0.1,0,0.5
Rankin , Mississippi,151240,48.3,51.7,76,20.5,0.1,1.1,0,0.9
Scott , Mississippi,28415,48.8,51.2,58.3,38.3,0.5,0.3,0,2.1
Simpson , Mississippi,27073,48.4,51.6,61.8,36.5,0,0.3,0,0.1
Smith , Mississippi,16063,48.9,51.1,75.8,23.1,0,0.4,0.2,0
Stone , Mississippi,18375,51,49,78.2,19.3,0.4,0,0.1,0
Sunflower , Mississippi,26532,52.5,47.5,25,74,0.4,0.1,0,0.2
Tallahatchie , Mississippi,14361,55.8,44.2,35.4,49.4,0.2,1.4,0.1,13.3
Tate , Mississippi,28493,48.5,51.5,66.4,29.3,0.1,0.2,0.2,0.8
Tippah , Mississippi,21990,48.5,51.5,78.7,17.1,0.1,0.4,0.1,2.4
Tishomingo , Mississippi,19478,48.7,51.3,94.8,2.9,0.2,0.1,0,1.3
Tunica , Mississippi,10170,45.8,54.2,19.3,78.5,0,1.2,0,0.2
Union , Mississippi,28356,49.2,50.8,80,14.7,0.1,0.4,0.2,2.5
Walthall , Mississippi,14601,48.7,51.3,53,46,0,0.4,0,0.2
Warren , Mississippi,47075,47.6,52.4,48.6,49.2,0.2,0.5,0,0.3
Washington , Mississippi,47086,46.8,53.2,25.7,72.2,0.1,0.6,0,0.8
Wayne , Mississippi,20422,49.3,50.7,57.5,41.1,0.3,0.1,0,0.2
Webster , Mississippi,9828,48.7,51.3,79.4,19.3,0.1,0.1,0,0.1
Wilkinson , Mississippi,8990,53.6,46.4,28,71.2,0,0.1,0,0.3
Winston , Mississippi,18358,48.7,51.3,50.3,47.8,0.6,0,0,0.7
Yalobusha , Mississippi,12421,49,51,58.1,40.7,0.4,0.1,0,0.6
Yazoo , Mississippi,27974,55.6,44.4,37.8,56.9,0.5,0.4,0,2
Adair , Missouri,25325,48.2,51.8,91.2,3.4,0.2,2.4,0.2,0.3
Andrew , Missouri,17403,50.1,49.9,95.7,2,0.2,0.3,0.6,0.1
Atchison , Missouri,5270,49.6,50.4,97.7,0.4,0.5,0.4,0,0.3
Audrain , Missouri,25735,45.7,54.3,89.1,6.1,0.4,0.2,0.1,0.5
Barry , Missouri,35493,50.2,49.8,93.6,0.2,0.8,1.1,0,1.4
Barton , Missouri,11850,49.5,50.5,94.2,0.3,1.9,0,0.1,0.3
Bates , Missouri,16374,48.9,51.1,95.5,1.5,0.6,0.2,0,0.7
Benton , Missouri,18989,49.3,50.7,96.2,0.3,1.1,0.1,0.1,0.2
Bollinger , Missouri,12281,50,50,97.5,0.6,0.8,0.3,0,0
Boone , Missouri,176515,48.6,51.4,81.1,8.8,0.3,4.5,0.1,1
Buchanan , Missouri,89076,50.2,49.8,87.5,5.6,0.3,1,0.2,1.6
Butler , Missouri,42733,48.7,51.3,90.7,5.7,0.5,0.6,0,0.2
Caldwell , Missouri,9049,50.7,49.3,96,0.5,0.7,0.5,0,0.3
Callaway , Missouri,44840,51,49,91.8,4.3,0.5,0.9,0.5,0.3
Camden , Missouri,45096,49.5,50.5,96.4,0.8,0.6,0.3,0,0.6
Cape Girardeau , Missouri,78324,48.4,51.6,87.7,7.5,0.2,1.6,0,0.3
Carroll , Missouri,8843,49,51,95.6,2.3,0.2,0.2,0,0.2
Carter , Missouri,6197,48.6,51.4,95.2,0,1,0,0,0
Cass , Missouri,102678,49.1,50.9,91.5,3.6,0.6,0.8,0,0.7
Cedar , Missouri,13938,49.9,50.1,96.5,0,0,0.3,0.2,0.2
Chariton , Missouri,7546,49.9,50.1,95.6,2.4,0.1,0,0,0
Christian , Missouri,84275,48.6,51.4,95.4,0.8,0.6,0.6,0.1,0.5
Clark , Missouri,6800,50.7,49.3,97,0.3,0.4,0.4,0,0
Clay , Missouri,239164,49,51,85.7,6,0.5,2.1,0.2,1.5
Clinton , Missouri,20475,50.1,49.9,95.2,1.9,1,0.2,0,0.5
Cole , Missouri,76740,50.5,49.5,83.7,11.7,0.4,1.4,0,0.7
Cooper , Missouri,17622,52.3,47.7,89,6.4,0.3,0.3,0.1,0.6
Crawford , Missouri,24280,49.3,50.7,96.7,0.3,0,0.1,0,0.6
Dade , Missouri,7590,51.2,48.8,95.3,0.3,0.9,0.1,0.1,0.5
Dallas , Missouri,16499,49.8,50.2,96.4,0,1.1,0.4,0,0.2
Daviess , Missouri,8302,50.4,49.6,97.2,1,0.3,0.1,0.1,0.3
DeKalb , Missouri,12564,63.3,36.7,85.9,9.8,0.7,0.2,0.2,0.2
Dent , Missouri,15504,49.6,50.4,95.6,0.6,0.7,0.5,0,0.3
Douglas , Missouri,13374,50.1,49.9,98.8,0.1,0.2,0.1,0,0.7
Dunklin , Missouri,30428,48.1,51.9,84.2,9.7,0.4,0.4,0,3
Franklin , Missouri,102781,49.9,50.1,96.1,0.7,0.2,0.5,0,0.5
Gasconade , Missouri,14746,50,50,97.3,0.4,0.3,0.4,0,0.2
Gentry , Missouri,6665,48.3,51.7,97.4,0.7,0.3,0.6,0.1,0.2
Greene , Missouri,288429,48.7,51.3,90.2,3.3,0.5,1.9,0.1,1
Grundy , Missouri,10039,48.9,51.1,95.8,0.5,1.3,0.4,0.2,0.3
Harrison , Missouri,8554,49.8,50.2,96.3,0.9,0.2,0.1,0,1
Henry , Missouri,21765,48.9,51.1,95.4,1.3,0.6,0.3,0,0.3
Hickory , Missouri,9368,48.6,51.4,96.2,0.1,1.7,0.1,0,0.4
Howard , Missouri,10113,49.9,50.1,91.7,5.3,0.5,0.2,0,0.4
Howell , Missouri,40102,49,51,96.3,0.5,0.5,0.4,0,0.1
Iron , Missouri,10221,49.2,50.8,95.7,1.2,0.7,0.2,0.1,0
Jackson , Missouri,692003,48.4,51.6,66.6,23.6,0.4,1.9,0.3,4.1
Jasper , Missouri,119238,48.8,51.2,90.4,2,1.6,1.1,0.1,1.5
Jefferson , Missouri,223302,49.7,50.3,96,0.9,0.3,0.7,0,0.2
Johnson , Missouri,53689,51.6,48.4,89.1,4.3,0.5,1.7,0.3,0.5
Laclede , Missouri,35507,49.5,50.5,95.2,0.6,0.8,0.3,0,0.3
Lafayette , Missouri,32589,49.4,50.6,94,1.9,0.1,0.6,0.2,0.6
Lawrence , Missouri,38133,49.8,50.2,95.5,0.6,0.5,0.2,0,1
Lewis , Missouri,10027,50.9,49.1,94.3,3.3,0.8,0,0.1,0
Lincoln , Missouri,55563,49.5,50.5,94.7,1.9,0.3,0.4,0,0.8
Linn , Missouri,12186,48.1,51.9,96.7,0.6,0.2,0.3,0,0.3
Livingston , Missouri,15076,45.2,54.8,93.8,2.7,0.5,0.5,0.1,0.4
McDonald , Missouri,22827,51,49,87.5,2,3.1,1.4,1.8,1.6
Macon , Missouri,15254,50.4,49.6,94.5,1.9,0.6,0.5,0,0.2
Madison , Missouri,12205,49.6,50.4,97.1,1,0.3,0.2,0,0
